Sentence,Label,query_len,num_words_query,no_single_qts,no_double_qts,no_punct,no_single_cmnt,no_mult_cmnt,no_space,no_perc,no_log_opt,no_arith,no_null,no_hexa,no_alpha,no_digit,len_of_chr_char_null,genuine_keywords
 he took oath court &apos;s 18 black-robed judges nile-side seat built resemble ancient egyptian temple ,0,104,15,0,0,4,0,0,16,0,0,2,0,0,82,2,0,0
" &quot; we aspire better tomorrow , new egypt second republic , &quot; morsi said solemn ceremony shown live state television ",0,126,20,0,0,6,0,0,21,0,0,0,0,0,99,0,0,0
" &quot; today , egyptian people laid foundation new life - absolute freedom , genuine democracy stability , &quot; said morsi , 60-year-old us-trained engineer muslim brotherhood , fundamentalist group spent 84 years since inception outlawed organisation harshly targeted successive governments ",0,295,40,0,0,13,0,0,41,0,0,4,0,0,237,4,0,0
 hundreds soldiers policemen guarded building morsi arrived shortly 11am local time small motorcade ,0,100,13,0,0,0,0,0,14,0,0,0,0,0,84,2,0,0
" only several hundred supporters gathered outside court cheer new president , departure presidential pomp mubarak years , traffic briefly halted allow motorcade usually busy road linking city centre southern suburbs ",0,216,30,0,0,2,0,0,31,0,0,0,0,0,183,0,0,0
" derided brotherhood &apos;s uncharismatic &quot; spare tyre , &quot; personal prestige surged since victory delivery friday speech tried present candidate islamists want complete work 2011 uprising authoritarian mubarak ",0,221,28,0,0,7,0,0,29,0,0,0,0,0,181,4,1,0
" &quot; egypt today civil , national , constitutional modern state , &quot; morsi , wearing blue business suit red tie , told judges wood-panelled chamber took oath office ",0,172,28,0,0,10,0,0,29,0,0,1,0,0,133,0,0,0
 morsi later travelled cairo university make inauguration address ,0,66,8,0,0,0,0,0,9,0,0,0,0,0,57,0,0,0
 he given official welcome army band played national anthem stood attention ,0,76,11,0,0,0,0,0,12,0,0,0,0,0,64,0,0,0
 military ruler field marshal hussein tantawi attendance ,0,57,7,0,0,0,0,0,8,0,0,0,0,0,49,0,0,0
" his arrival greeted chants , &quot; the army people one hand , &quot; hundreds gathered university &apos;s main lecture room ",0,126,20,0,0,8,0,0,21,0,0,0,0,0,97,0,0,0
" established 1908 bastion secular education , cairo university later became stronghold islamist student groups 1970s ",0,117,15,0,0,1,0,0,16,0,0,0,0,0,92,8,0,0
" morsi took symbolic oath friday tahrir square , birthplace uprising ended mubarak &apos;s authoritarian rule last year , vowed reclaim presidential powers stripped office military council took ousted leader ",0,208,29,0,0,4,0,0,30,0,0,0,0,0,174,0,0,0
" but agreeing take official oath court , rather parliament customary , bowing military &apos;s indication contest power continue ",0,129,18,0,0,4,0,0,19,0,0,0,0,0,106,0,0,0
 morsi &apos;s speech tahrir square filled dramatic populist gestures ,0,70,9,0,0,2,0,0,10,0,0,0,0,0,58,0,0,0
 pimp must go prison the district court constance condemned 33-year-old man st,0,78,12,0,0,2,0,0,12,0,0,2,0,0,62,2,0,0
" georgen three half years prison exploitative human trafficking , pimping , issuing threats grievous bodily harm ",0,113,16,0,0,2,0,0,17,0,0,0,0,0,94,0,0,0
" the former german soldier , following two tours afghanistan , worked doorman , made confession within context plea-bargaining procedure ",0,137,19,0,0,4,0,0,20,0,0,1,0,0,113,0,0,0
" according confession , five occasions got know women via internet telephone contacts , sent onto streets weeks ",0,112,17,0,0,2,0,0,18,0,0,0,0,0,92,0,0,0
 he broke resistance means violence issuing threats ,0,52,7,0,0,0,0,0,8,0,0,0,0,0,44,0,0,0
" he kept income women , worked years ",0,37,7,0,0,1,0,0,8,0,0,0,0,0,28,0,0,0
 he prevented women making contact outside world confiscating mobile phones sim cards ,0,86,12,0,0,0,0,0,13,0,0,0,0,0,73,0,0,0
" together accomplice , procured women , brought various brothels south-west ",0,76,10,0,0,3,0,0,11,0,0,1,0,0,62,0,0,0
" there monitored extent , order control income ",0,47,7,0,0,1,0,0,8,0,0,0,0,0,38,0,0,1
" appearing court , accused initially claimed suffering severe trauma colleagues serving alongside afghanistan lost lives explosion ",0,131,16,0,0,1,0,0,17,0,0,0,0,0,113,0,0,0
" once psychiatric expert cast considerable doubt suffering psychiatric condition , thus limited culpability , 33-year-old made full confession ",0,143,18,0,0,4,0,0,19,0,0,2,0,0,118,2,0,0
 the court question female victims ,0,35,5,0,0,0,0,0,6,0,0,0,0,0,29,0,0,0
" as official criminal investigation department reported , following first conviction achieved using telephone surveillance measures , least four cases exploitative human trafficking could identified ",0,199,24,0,0,2,0,0,25,0,0,0,0,0,172,0,0,0
 the intercepted conversations characterised high level aggression ,0,67,7,0,0,0,0,0,8,0,0,0,0,0,59,0,1,0
" in subsequent hearings , victims confirmed ordeal ",0,51,7,0,0,1,0,0,8,0,0,0,0,0,42,0,0,0
" a witness , whereby one woman suffered blue bruises body , yet make statement ",0,79,14,0,0,2,0,0,15,0,0,0,0,0,62,0,0,0
" this case &quot; completely broken personality &quot; , views violence exploitation field normal ",0,98,13,0,0,5,0,0,14,0,0,0,0,0,79,0,0,0
 yesterday accused expressed regret behaviour ,0,46,5,0,0,0,0,0,6,0,0,0,0,0,40,0,0,0
" &quot; i removed circles hope lead completely normal life following imprisonment , &quot; stated ",0,98,14,0,0,5,0,0,15,0,0,0,0,0,78,0,0,0
" for 30 years , josef winkler writing heart , telling hardships childhood youth ",0,80,13,0,0,2,0,0,14,0,0,0,0,0,62,2,0,0
" the catastrophes catholic village upbringing - speechlessness , tendency towards brute force dulled sexuality , confinement lack joy - described many times kaernten-born poet ",0,176,24,0,0,5,0,0,25,0,0,3,0,0,146,0,0,0
" the bã¼chner prizewinner known primarily writer prose , theatre texts something rarity ",0,88,12,0,0,1,0,0,13,0,0,0,0,0,72,0,0,0
" in collage prose texts for performance piece , &quot; wetterleuchten auf der zungenspitze &quot; (summer lightning tip tongue), seen garage x petersplatz , gerhard fresacher , creates collage prose texts ",0,205,30,0,0,10,0,0,31,0,0,0,0,0,164,0,0,0
" the theatre producer thus combined elements autobiographically inspired novel &quot; der leibeigene &quot; (1987) &#91; the bondsman &#93; featuring prose miniatures &quot; leichnam , seine familie belauernd &quot; (2003) &#91; corpse , stalking family &#93; ",0,260,35,0,0,26,0,0,36,0,0,0,0,0,182,16,0,0
" on predominantly empty stage - one important requirement: crumpled sofa , cast members allude copulating masturbating - eight-person ensemble work way text material ",0,166,23,0,0,5,0,0,24,0,0,3,0,0,137,0,0,0
" however , director fresacher seems little trust text ",0,54,8,0,0,1,0,0,9,0,0,0,0,0,44,0,0,0
" the 70-minute performance glosses script host director &apos;s additions , well-known repertoire post-dramatic theatrical styles ",0,130,15,0,0,6,0,0,16,0,0,3,0,0,106,2,0,0
" in particular , actresses play major role sometimes rather dubious staging ",0,76,11,0,0,1,0,0,12,0,0,0,0,0,63,0,0,0
" they manhandled , heads held water , tacked wall evening gowns ",0,64,11,0,0,2,0,0,12,0,0,0,0,0,50,0,0,0
" wrapped cellophane girdles , stumble dangerously high heels across set , either delivering monologues top voices lying completely silent stage ",0,144,20,0,0,2,0,0,21,0,0,0,0,0,121,0,0,1
" however , source text makes barely reference intense delivery ",0,63,9,0,0,1,0,0,10,0,0,0,0,0,52,0,0,0
 the best moments evening singing starts - tracks range deep purple traditional folk songs ,0,91,14,0,0,1,0,0,15,0,0,1,0,0,75,0,0,0
" only towards end highly charged performance start wind , see flashes winkler &apos;s somewhat absurd sense humour ",0,115,17,0,0,3,0,0,18,0,0,0,0,0,94,0,1,0
" music makes entertaining afternoon it 15 years ago kaul family first invited dietingen senior citizens coffee cake , followed snack ",0,133,20,0,0,1,0,0,21,0,0,0,0,0,109,2,0,0
" previously , elderly citizens hosted service station canteen ",0,62,8,0,0,1,0,0,9,0,0,0,0,0,52,0,0,0
 the coffee afternoon held st,0,29,5,0,0,0,0,0,5,0,0,0,0,0,24,0,0,0
 josef nursing home ,0,20,3,0,0,0,0,0,4,0,0,0,0,0,16,0,0,0
 the residents home delighted delicious cakes tarts ,0,52,7,0,0,0,0,0,8,0,0,0,0,0,44,0,0,0
" later , sausage salad provided ",0,32,5,0,0,1,0,0,6,0,0,0,0,0,25,0,0,0
 silvia kimmich-bantle father karl kimmich entertained attendance popular tunes ,0,80,9,0,0,1,0,0,10,0,0,1,0,0,69,0,0,0
" haslach: scepticism visibly gives way confidence the 2015 parish council elections bring fundamental change , example haslach pastoral care unit (seelsorgeeinheit haslach , se)",0,177,24,0,0,5,0,0,24,0,0,0,0,0,144,4,0,0
 there one joint parish council six parishes ,0,45,7,0,0,0,0,0,8,0,0,0,0,0,37,0,0,0
" in joint meeting saturday , committees haslach , hofstetten , mã¼hlenbach , fischerbach , steinach welschensteinach prepared changes ",0,134,18,0,0,5,0,0,19,0,0,0,0,0,108,0,0,0
 this changes made fundamental decisions diocese parish councils implement satisfactory manner possible ,0,104,12,0,0,0,0,0,13,0,0,0,0,0,91,0,0,0
 during course day one thing became particularly clear: scepticism towards new system reluctantly yet visibly giving way confidence ,0,132,18,0,0,1,0,0,19,0,0,0,0,0,112,0,0,0
" the extremely constructive discussions six committees full-time members pastoral care team addressed topics ranging perceptions expectations regarding 2015 reforms , concrete proposals regarding future composition size parish council ",0,235,28,0,0,2,0,0,29,0,0,1,0,0,200,4,0,0
 regional dean georg schmitt explained newly drawn-up guidelines pastoral care units arch-diocese freiburg help presentation ,0,125,15,0,0,2,0,0,16,0,0,2,0,0,107,0,0,0
" according guidelines , se haslach , church community , corporation public law , shall assume rights obligations six individual church communities ",0,147,21,0,0,4,0,0,22,0,0,0,0,0,121,0,0,0
" there one joint parish council foundation council , rector represented virtue office ",0,86,12,0,0,1,0,0,13,0,0,0,0,0,72,0,0,0
" from parish , least two elected members represented , so-called church community teams set on-site six parishes ",0,113,17,0,0,4,0,0,18,0,0,2,0,0,91,0,0,0
 in future task promote church life local basis ,0,48,8,0,0,0,0,0,9,0,0,0,0,0,39,0,0,0
" regarding issue finances individual parishes , need extensive discussion became evident ",0,89,11,0,0,1,0,0,12,0,0,0,0,0,76,0,0,0
 the reforms plan accumulated assets parishes retained specified purpose ,0,73,9,0,0,0,0,0,10,0,0,0,0,0,63,0,0,0
" accounts payable , hand , passed &quot; church community &quot; whole ",0,71,11,0,0,6,0,0,12,0,0,0,0,0,53,0,0,0
" in particular , planned major investments , debts thus affect parishes , cause great concern ",0,94,15,0,0,3,0,0,16,0,0,0,0,0,75,0,0,0
" &quot; in past , investments made projects could managed individual parishes , &quot; said haslach &apos;s parish council chairman bruno prinzbach ",0,148,21,0,0,8,0,0,22,0,0,0,0,0,118,0,0,0
" barbar ritter , chair committee schutterwald-neuried pastoral care unit , practical experience joint committee five parishes ",0,126,16,0,0,3,0,0,17,0,0,1,0,0,106,0,0,0
" in 2006 set task , &quot; become one , remain five &quot; came realise task really simple ",0,91,17,0,0,6,0,0,18,0,0,0,0,0,63,4,0,0
" the committees haslach pastoral care unit set answer questions regarding future composition size joint parish council , practical work church community teams ",0,159,22,0,0,1,0,0,23,0,0,0,0,0,135,0,0,0
 the specific details confirmed subsequent meetings decided additional joint meeting six committees coming spring ,0,114,14,0,0,0,0,0,15,0,0,0,0,0,99,0,0,0
" at end , parish counsellor michael schã¶ner steinach presented new logo pastoral care unit , agreed clear majority ",0,116,18,0,0,2,0,0,19,0,0,0,0,0,93,0,0,0
 aircraft electronic device rules stay force australia australian airline passengers need continue turning tablets smart phones take-off landing despite moves us loosen regulations covering devices ,0,198,25,0,0,1,0,0,26,0,0,1,0,0,171,0,0,0
" the us federal aviation administration left way open american carriers change procedures passengers able read e-books , watch videos play games devices critical phases flight provided remain &quot; airplane &quot; mode ",0,220,31,0,0,6,0,0,32,0,0,1,0,0,182,0,0,0
 passengers already bulk flight many people find annoying unable access e-books take-offs landings ,0,99,13,0,0,2,0,0,14,0,0,2,0,0,83,0,0,0
" australian carriers looking decision , requires us carriers undertake massive amount work meet requirements , indicated immediate plans change procedures ",0,155,20,0,0,2,0,0,21,0,0,0,0,0,132,0,0,0
 the civil aviation safety authority also said looking announcement emphasised restrictions use electronic devices critical phases flight still place australia ,0,160,20,0,0,0,0,0,21,0,0,0,0,0,139,0,0,0
" &quot; casa currently specific regulations governing use electronic devices aircraft , &quot; said ",0,100,13,0,0,5,0,0,14,0,0,0,0,0,81,0,0,0
 the issue covered regulations require aircraft operators ensure safety maintained times passengers comply safety instructions given crew members ,0,146,18,0,0,0,0,0,19,0,0,0,0,0,127,0,0,0
" virgin , already talking casa extending use in-flight wi-fi entertainment system , amenable change said would take lead regulator ",0,131,19,0,0,4,0,0,20,0,0,2,0,0,107,0,0,0
" &quot; we would welcome review casa allowing use electronic devices really think improve customer experience (wireless in-flight entertainment) planes , &quot; spokesman said ",0,176,23,0,0,8,0,0,24,0,0,1,0,0,144,0,0,0
 qantas said would stick current rules ,0,39,6,0,0,0,0,0,7,0,0,0,0,0,32,0,0,0
" &quot; our current policy electronic devices cannot used take-off landing immediate plans change , &quot; said ",0,112,16,0,0,6,0,0,17,0,0,1,0,0,89,0,0,0
 the faa ruling applies american airlines ,0,42,6,0,0,0,0,0,7,0,0,0,0,0,35,0,0,0
" however , always interested regulatory developments could benefit passengers certainly taking close look faa &apos;s decision reasons behind ",0,142,18,0,0,3,0,0,19,0,0,0,0,0,120,0,0,0
" for us carriers , impact ruling vary airline airline depend age fleet ",0,71,12,0,0,1,0,0,13,0,0,0,0,0,57,0,0,0
" carriers need prove planes tolerate radio interference mobile devices well revise manuals , training materials , carry-on baggage programs passenger briefings ",0,160,21,0,0,3,0,0,22,0,0,1,0,0,135,0,0,0
" &quot; once airline verifies tolerance fleet , allow passengers use handheld , lightweight electronic devices tablets , e-readers , smartphones-at altitudes , &quot; faa said ",0,176,25,0,0,11,0,0,26,0,0,2,0,0,139,0,0,0
" in rare instances low visibility , crew instruct passengers turn devices landing ",0,82,12,0,0,1,0,0,13,0,0,0,0,0,68,0,0,0
 the group also recommended heavier devices safely stowed seats overhead bins take-off landing ,0,95,13,0,0,1,0,0,14,0,0,1,0,0,80,0,0,0
" driver speeding 130mph hot drink legs fined â£ 1,000 a motorist fined â£ 1,000 driving 130mph (210km / h) hot drink balanced legs ",0,131,23,0,0,5,0,0,24,0,0,1,0,0,81,17,0,0
" andrew howie , 35 , tiptree , essex , spotted driving mercedes benz a120 braintree 27 may ",0,91,17,0,0,4,0,0,18,0,0,0,0,0,62,7,0,0
 when police stopped discovered takeaway drink legs ,0,52,7,0,0,0,0,0,8,0,0,0,0,0,44,0,0,0
 at colchester magistrates &apos; court howie admitted charge driving without due care attention ,0,97,13,0,0,2,0,0,14,0,0,0,0,0,81,0,1,0
 seven points added licence resulted receiving six-month driving ban ,0,69,9,0,0,1,0,0,10,0,0,1,0,0,58,0,0,0
 howie also ordered pay costs â£ 90 victim surcharge â£ 100 ,0,60,11,0,0,0,0,0,12,0,0,0,0,0,39,5,1,0
" as crowds horse-showing experts gathered cardiff battle horse year , knew competition would tough ",0,99,14,0,0,2,0,0,15,0,0,1,0,0,82,0,0,0
 but nobody quite ready three-year-old fenton kirkland ,0,55,7,0,0,2,0,0,8,0,0,2,0,0,45,0,0,0
" not yet school months taking first steps , toddler pet shetland pony toffee trotted three rounds ease take top prize - leaving 30 adult opponents trailing behind ",0,163,27,0,0,2,0,0,28,0,1,1,0,0,131,2,0,1
" the inseparable pair - height - commended appearance , behaviour style annual contest run sunnybank equestrian centre , rudry near cardiff ",0,140,21,0,0,4,0,0,22,0,0,2,0,0,114,0,0,0
" taking stage men women smart bowler hats , tipped flat cap jaunty angle paraded two-year-old toffee around ring ",0,113,18,0,0,3,0,0,19,0,0,2,0,0,91,0,0,0
 fenton lauded judges natural handling skills well beyond years ,0,64,9,0,0,0,0,0,10,0,0,0,0,0,54,0,0,0
 and toffee received top marks appearance personality ,0,54,7,0,0,0,0,0,8,0,1,0,0,0,46,0,0,1
 fenton given toffee third birthday present last march practised shetland pony every day since ,0,95,14,0,0,0,0,0,15,0,0,0,0,0,80,0,0,0
" his mother donna , 30 , said: &quot; fenton toffee great double act ",0,69,13,0,0,5,0,0,14,0,0,0,0,0,48,2,0,0
 &quot; they comers two walked gold cup rosette ,0,48,8,0,0,2,0,0,9,0,0,0,0,0,37,0,0,0
 it second time competed toffee ecstatic ,0,41,6,0,0,0,0,0,7,0,0,0,0,0,34,0,0,0
 complete strangers arena thought phenomenal wanted photos taken ,0,65,8,0,0,0,0,0,9,0,0,0,0,0,56,0,0,0
" the youngster , village nantyglo , near ebbw vale , south wales , following footsteps aunt sharon howells , showing horses 10 years ",0,133,23,0,0,5,0,0,24,0,0,0,0,0,102,2,0,0
 mrs howells said: &quot; the whole place electric everybody cheering clapping ,0,79,11,0,0,3,0,0,12,0,0,0,0,0,64,0,0,0
 &quot; he running sand full length arena even though looked tiny marvellous job ,0,81,13,0,0,2,0,0,14,0,0,0,0,0,65,0,0,0
" fenton animal mad - loves horses , tractors farms got two chickens looks ",0,74,13,0,0,2,0,0,14,0,0,1,0,0,58,0,0,0
 the way started &apos;ll horse year show long - i &apos;m sure &apos;ll well ,0,78,14,0,0,7,0,0,15,0,0,1,0,0,56,0,0,0
 a spokesman annual horse show said: &quot; fenton three knows handle pony ,0,75,12,0,0,3,0,0,13,0,0,0,0,0,59,0,0,0
 &quot; they great team together ,0,33,5,0,0,2,0,0,6,0,0,0,0,0,25,0,0,0
